Country,srcYear,srcMonth,srcCalendarDay,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from Prime Movers (PM),Capacity of power generation from Fuel Oil (FO),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output,YearCode,Year,MonthCode,Month,DayCode,CalendarDay
India,2023,Oct-2023,12-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231012,2023-10-12
India,2023,Oct-2023,12-Oct-2023,Thermal_Coal,207045.50,5111.00,800.00,11260.00,17482.50,3521.00,32263.50,15.58,174782.00,171498.40,156063.54,89.29,75.38,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231012,2023-10-12
India,2023,Oct-2023,12-Oct-2023,Thermal_Gas Liquid,25028.21,10179.72,,92.80,3790.47,9842.48,13725.75,54.84,11302.46,10529.70,10319.11,91.3,41.23,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231012,2023-10-12
India,2023,Oct-2023,13-Oct-2023,Thermal_Gas Liquid,25028.21,9962.53,,92.80,3561.20,10178.62,13832.63,55.27,11195.58,11585.48,11353.77,101.41,45.36,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231013,2023-10-13
India,2023,Oct-2023,13-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231013,2023-10-13
India,2023,Oct-2023,13-Oct-2023,Nuclear,7480.00,480.00,,980.00,320.00,0.00,1300.00,17.38,6180.00,6263.94,5543.59,89.7,74.11,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231013,2023-10-13
India,2023,Oct-2023,13-Oct-2023,Hydro,46850.17,772.00,,871.00,2100.30,5513.24,8484.54,18.11,38365.63,35151.24,34799.73,90.71,74.28,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231013,2023-10-13
India,2023,Oct-2023,13-Oct-2023,Thermal_Lignite,6620.00,250.00,,460.00,2110.00,0.00,2570.00,38.82,4050.00,3758.34,3420.09,84.45,51.66,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231013,2023-10-13
India,2023,Oct-2023,13-Oct-2023,Thermal_Coal,207045.50,5111.00,800.00,10390.00,17552.50,3161.00,31103.50,15.02,175942.00,172268.59,156764.42,89.1,75.71,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231013,2023-10-13
India,2023,Oct-2023,14-Oct-2023,Thermal_Lignite,6620.00,250.00,,460.00,1900.00,0.00,2360.00,35.65,4260.00,3967.22,3610.17,84.75,54.53,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231014,2023-10-14
India,2023,Oct-2023,14-Oct-2023,Hydro,46850.17,887.00,,757.00,2080.30,5084.90,7922.20,16.91,38927.97,34853.85,34505.31,88.64,73.65,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231014,2023-10-14
India,2023,Oct-2023,14-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231014,2023-10-14
India,2023,Oct-2023,14-Oct-2023,Nuclear,7480.00,480.00,,980.00,320.00,0.00,1300.00,17.38,6180.00,6255.03,5535.70,89.57,74.01,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231014,2023-10-14
India,2023,Oct-2023,14-Oct-2023,Thermal_Coal,207045.50,5111.00,800.00,10390.00,15912.50,3161.00,29463.50,14.23,177582.00,172916.34,157353.87,88.61,76.0,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231014,2023-10-14
India,2023,Oct-2023,14-Oct-2023,Thermal_Gas Liquid,25028.21,9104.24,,198.80,4035.60,9726.16,13960.55,55.78,11067.65,11014.34,10794.05,97.53,43.13,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231014,2023-10-14
India,2023,Sep-2023,07-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,2225.00,0.00,2850.00,43.05,3770.00,4553.83,4143.98,109.92,62.6,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230907,2023-09-07
India,2023,Sep-2023,07-Sep-2023,Nuclear,7480.00,640.00,,540.00,320.00,0.00,860.00,11.50,6620.00,6618.38,5857.27,88.48,78.31,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230907,2023-09-07
India,2023,Sep-2023,08-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230908,2023-09-08
India,2023,Sep-2023,08-Sep-2023,Thermal_Coal,206045.50,5111.00,950.00,8980.00,20189.50,4021.00,33190.50,16.11,172855.00,166857.68,151840.49,87.84,73.69,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230908,2023-09-08
India,2023,Sep-2023,08-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,1860.00,0.00,2485.00,37.54,4135.00,3783.40,3442.89,83.26,52.01,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230908,2023-09-08
India,2023,Sep-2023,08-Sep-2023,Nuclear,7480.00,640.00,,540.00,320.00,0.00,860.00,11.50,6620.00,6668.27,5901.42,89.15,78.9,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230908,2023-09-08
India,2023,Sep-2023,08-Sep-2023,Thermal_Gas Liquid,25028.21,9295.73,,128.95,6917.09,10657.13,17703.16,70.73,7325.04,4875.48,4777.97,65.23,19.09,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230908,2023-09-08
India,2023,Sep-2023,08-Sep-2023,Hydro,46850.17,1264.00,,1242.50,1715.40,6084.50,9042.40,19.30,37807.77,32589.17,32263.28,85.34,68.86,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230908,2023-09-08
India,2023,Sep-2023,09-Sep-2023,Thermal_Coal,206195.50,5111.00,1100.00,8320.00,19917.00,4021.00,32258.00,15.64,173937.50,166185.34,151228.66,86.94,73.34,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230909,2023-09-09
India,2023,Sep-2023,09-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230909,2023-09-09
India,2023,Sep-2023,11-Sep-2023,Thermal_Gas Liquid,25028.21,9184.54,,149.95,6821.05,11507.67,18478.67,73.83,6549.54,6016.97,5896.63,90.03,23.56,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230911,2023-09-11
India,2023,Sep-2023,16-Sep-2023,Nuclear,7480.00,640.00,,760.00,320.00,0.00,1080.00,14.44,6400.00,6457.55,5714.93,89.3,76.4,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230916,2023-09-16
India,2023,Sep-2023,16-Sep-2023,Hydro,46850.17,1105.00,,1330.50,1883.00,6196.90,9410.40,20.09,37439.77,35354.59,35001.05,93.49,74.71,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230916,2023-09-16
India,2023,Sep-2023,16-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,1955.00,0.00,2580.00,38.97,4040.00,3822.80,3478.75,86.11,52.55,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230916,2023-09-16
India,2023,Oct-2023,15-Oct-2023,Thermal_Lignite,6620.00,250.00,,460.00,2390.00,0.00,2850.00,43.05,3770.00,3889.38,3539.34,93.88,53.46,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231015,2023-10-15
India,2023,Oct-2023,15-Oct-2023,Thermal_Gas Liquid,25028.21,9061.74,,198.80,5693.55,11646.90,17539.25,70.08,7488.96,7129.03,6986.45,93.29,27.91,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231015,2023-10-15
India,2023,Oct-2023,15-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231015,2023-10-15
India,2023,Oct-2023,15-Oct-2023,Thermal_Coal,207045.50,4961.00,800.00,10530.00,17907.50,3371.00,31808.50,15.36,175237.00,169849.70,154563.22,88.2,74.65,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231015,2023-10-15
India,2023,Oct-2023,15-Oct-2023,Hydro,46850.17,772.00,,926.00,2095.30,5612.00,8633.30,18.43,38216.87,34103.15,33762.12,88.34,72.06,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231015,2023-10-15
India,2023,Oct-2023,15-Oct-2023,Nuclear,7480.00,480.00,,980.00,320.00,0.00,1300.00,17.38,6180.00,6252.93,5533.84,89.54,73.98,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231015,2023-10-15
India,2023,Oct-2023,16-Oct-2023,Thermal_Coal,207045.50,4961.00,800.00,10530.00,18217.50,3371.00,32118.50,15.51,174927.00,169135.70,153913.49,87.99,74.34,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231016,2023-10-16
India,2023,Oct-2023,18-Oct-2023,Thermal_Lignite,6620.00,250.00,,460.00,2140.00,0.00,2600.00,39.27,4020.00,3994.14,3634.67,90.41,54.9,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231018,2023-10-18
India,2023,Oct-2023,18-Oct-2023,Thermal_Coal,206825.50,4741.00,800.00,10470.00,16782.50,3406.00,30658.50,14.82,176167.00,171531.57,156093.73,88.61,75.47,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231018,2023-10-18
India,2023,Oct-2023,18-Oct-2023,Hydro,46850.17,772.00,,1460.40,1779.30,5277.70,8517.40,18.18,38332.77,34693.67,34346.74,89.6,73.31,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231018,2023-10-18
India,2023,Oct-2023,18-Oct-2023,Nuclear,7480.00,480.00,,980.00,320.00,0.00,1300.00,17.38,6180.00,6261.92,5541.80,89.67,74.09,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231018,2023-10-18
India,2023,Oct-2023,19-Oct-2023,Thermal_Gas Liquid,25028.21,9545.44,,92.80,5262.60,11500.27,16855.66,67.35,8172.54,8287.77,8122.01,99.38,32.45,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231019,2023-10-19
India,2023,Oct-2023,20-Oct-2023,Thermal_Coal,206825.50,4741.00,800.00,10960.00,15294.50,3506.00,29760.50,14.39,177065.00,171075.29,155678.52,87.92,75.27,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231020,2023-10-20
India,2023,Oct-2023,20-Oct-2023,Thermal_Gas Liquid,25028.21,9545.44,,92.80,5677.05,11900.27,17670.12,70.60,7358.09,8297.09,8131.15,110.51,32.49,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231020,2023-10-20
India,2023,Oct-2023,20-Oct-2023,Hydro,46850.17,772.00,,1593.00,1829.30,5075.37,8497.67,18.14,38352.50,34899.62,34550.62,90.09,73.75,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231020,2023-10-20
India,2023,Oct-2023,20-Oct-2023,Thermal_Lignite,6620.00,250.00,,670.00,1805.00,0.00,2475.00,37.39,4145.00,4132.91,3760.95,90.73,56.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231020,2023-10-20
India,2023,Oct-2023,21-Oct-2023,Hydro,46850.17,772.00,,1579.00,1856.80,5218.90,8654.70,18.47,38195.47,33583.89,33248.05,87.05,70.97,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231021,2023-10-21
India,2023,Oct-2023,21-Oct-2023,Thermal_Gas Liquid,25028.21,9545.44,,92.80,5704.09,11900.27,17697.15,70.71,7331.05,6457.79,6328.63,86.33,25.29,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231021,2023-10-21
India,2023,Oct-2023,21-Oct-2023,Nuclear,7480.00,480.00,,980.00,320.00,0.00,1300.00,17.38,6180.00,6254.65,5535.37,89.57,74.0,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231021,2023-10-21
India,2023,Oct-2023,21-Oct-2023,Thermal_Lignite,6620.00,250.00,,670.00,1555.00,0.00,2225.00,33.61,4395.00,4581.42,4169.09,94.86,62.98,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231021,2023-10-21
India,2023,Oct-2023,21-Oct-2023,Thermal_Coal,206825.50,4741.00,800.00,10960.00,13937.00,3371.00,28268.00,13.67,178557.50,172694.86,157152.32,88.01,75.98,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231021,2023-10-21
India,2023,Oct-2023,21-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231021,2023-10-21
India,2023,Oct-2023,22-Oct-2023,Thermal_Coal,206825.50,4741.00,800.00,10960.00,16247.00,3161.00,30368.00,14.68,176457.50,171919.65,156446.88,88.66,75.64,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231022,2023-10-22
India,2023,Oct-2023,22-Oct-2023,Nuclear,7480.00,480.00,,980.00,320.00,0.00,1300.00,17.38,6180.00,6280.40,5558.15,89.94,74.31,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231022,2023-10-22
India,2023,Oct-2023,22-Oct-2023,Thermal_Gas Liquid,25028.21,9392.24,,92.80,6509.05,12028.20,18630.05,74.44,6398.16,4225.72,4141.21,64.72,16.55,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231022,2023-10-22
India,2023,Sep-2023,17-Sep-2023,Hydro,46850.17,755.00,,1330.50,1803.00,7100.90,10234.40,21.84,36615.77,35214.69,34862.54,95.21,74.41,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230917,2023-09-17
India,2023,Sep-2023,17-Sep-2023,Thermal_Gas Liquid,25028.21,8724.24,,128.95,6563.84,11710.94,18403.73,73.53,6624.47,3965.79,3886.47,58.67,15.53,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230917,2023-09-17
India,2023,Sep-2023,17-Sep-2023,Nuclear,7480.00,640.00,,760.00,320.00,0.00,1080.00,14.44,6400.00,6452.04,5710.06,89.22,76.34,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230917,2023-09-17
India,2023,Sep-2023,17-Sep-2023,Thermal_Coal,206195.50,5111.00,800.00,7560.00,22410.00,5741.00,35711.00,17.32,170484.50,164636.14,149818.89,87.88,72.66,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230917,2023-09-17
India,2023,Sep-2023,17-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230917,2023-09-17
India,2023,Sep-2023,17-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,1955.00,0.00,2580.00,38.97,4040.00,3499.69,3184.72,78.83,48.11,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230917,2023-09-17
India,2023,Sep-2023,18-Sep-2023,Hydro,46850.17,1276.00,,1303.00,1954.00,6327.60,9584.60,20.46,37265.57,34861.38,34512.77,92.61,73.67,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230918,2023-09-18
India,2023,Sep-2023,18-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,2165.00,0.00,2790.00,42.15,3830.00,3455.94,3144.91,82.11,47.51,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230918,2023-09-18
India,2023,Sep-2023,18-Sep-2023,Nuclear,7480.00,640.00,,540.00,320.00,0.00,860.00,11.50,6620.00,6694.39,5924.54,89.49,79.21,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230918,2023-09-18
India,2023,Sep-2023,18-Sep-2023,Thermal_Coal,206195.50,5111.00,800.00,8720.00,21730.00,6701.00,37151.00,18.02,169044.50,164103.84,149334.49,88.34,72.42,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230918,2023-09-18
India,2023,Sep-2023,18-Sep-2023,Thermal_Gas Liquid,25028.21,8724.24,,128.95,6672.48,11612.27,18413.70,73.57,6614.51,5067.66,4966.31,75.08,19.84,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230918,2023-09-18
India,2023,Sep-2023,18-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230918,2023-09-18
India,2023,Sep-2023,19-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230919,2023-09-19
India,2023,Sep-2023,19-Sep-2023,Thermal_Coal,206195.50,5111.00,800.00,7760.00,24857.50,6021.00,38638.50,18.74,167557.00,163796.94,149055.21,88.96,72.29,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230919,2023-09-19
India,2023,Sep-2023,19-Sep-2023,Nuclear,7480.00,640.00,,540.00,320.00,0.00,860.00,11.50,6620.00,6679.47,5911.33,89.3,79.03,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230919,2023-09-19
India,2023,Sep-2023,19-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,2375.00,0.00,3000.00,45.32,3620.00,3466.03,3154.09,87.13,47.64,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230919,2023-09-19
India,2023,Sep-2023,19-Sep-2023,Hydro,46850.17,1261.00,,1328.00,1724.00,5338.30,8390.30,17.91,38459.87,35358.82,35005.23,91.02,74.72,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230919,2023-09-19
India,2023,Sep-2023,19-Sep-2023,Thermal_Gas Liquid,25028.21,8724.24,,191.20,7038.02,11507.67,18736.88,74.86,6291.32,5299.12,5193.14,82.54,20.75,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230919,2023-09-19
India,2023,Sep-2023,20-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230920,2023-09-20
India,2023,Sep-2023,20-Sep-2023,Hydro,46850.17,1111.00,,1353.00,1569.00,4760.04,7682.04,16.40,39168.13,37146.43,36774.96,93.89,78.49,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230920,2023-09-20
India,2023,Sep-2023,20-Sep-2023,Nuclear,7480.00,640.00,,540.00,320.00,0.00,860.00,11.50,6620.00,6680.77,5912.48,89.31,79.04,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230920,2023-09-20
India,2023,Sep-2023,20-Sep-2023,Thermal_Lignite,6620.00,250.00,,625.00,2335.00,0.00,2960.00,44.71,3660.00,3543.81,3224.87,88.11,48.71,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230920,2023-09-20
India,2023,Sep-2023,20-Sep-2023,Thermal_Coal,206195.50,5111.00,800.00,7760.00,23492.50,5561.00,36813.50,17.85,169382.00,165191.44,150324.21,88.75,72.9,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230920,2023-09-20
India,2023,Sep-2023,20-Sep-2023,Thermal_Gas Liquid,25028.21,8724.24,,191.20,6917.09,11537.56,18645.85,74.50,6382.36,6572.17,6440.73,100.91,25.73,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230920,2023-09-20
India,2023,Sep-2023,21-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230921,2023-09-21
India,2023,Sep-2023,23-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230923,2023-09-23
India,2023,Sep-2023,23-Sep-2023,Thermal_Gas Liquid,25028.21,9004.24,,191.20,6570.19,11632.20,18393.58,73.49,6634.62,4242.46,4157.61,62.67,16.61,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230923,2023-09-23
India,2023,Sep-2023,23-Sep-2023,Hydro,46850.17,1037.00,,1058.00,1853.50,5425.40,8336.90,17.79,38513.27,37215.72,36843.56,95.66,78.64,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230923,2023-09-23
India,2023,Sep-2023,24-Sep-2023,Nuclear,7480.00,640.00,,540.00,520.00,0.00,1060.00,14.17,6420.00,6508.51,5760.03,89.72,77.01,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230924,2023-09-24
India,2023,Sep-2023,24-Sep-2023,Thermal_Coal,206195.50,5111.00,800.00,7710.00,20432.50,6151.00,34293.50,16.63,171902.00,158872.04,144573.56,84.1,70.11,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230924,2023-09-24
India,2023,Sep-2023,24-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230924,2023-09-24
India,2023,Sep-2023,24-Sep-2023,Thermal_Gas Liquid,25028.21,9004.24,,191.20,7400.59,11632.20,19223.98,76.81,5804.22,3561.54,3490.31,60.13,13.95,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230924,2023-09-24
India,2023,Sep-2023,24-Sep-2023,Thermal_Lignite,6620.00,250.00,,250.00,2335.00,0.00,2585.00,39.05,4035.00,3515.67,3199.26,79.29,48.33,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230924,2023-09-24
India,2023,Sep-2023,24-Sep-2023,Hydro,46850.17,1037.00,,1058.00,1842.50,6038.60,8939.10,19.08,37911.07,34834.08,34485.74,90.96,73.61,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230924,2023-09-24
India,2023,Sep-2023,25-Sep-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230925,2023-09-25
India,2023,Sep-2023,25-Sep-2023,Thermal_Coal,206195.50,5111.00,800.00,7710.00,20972.50,5731.00,34413.50,16.69,171782.00,165996.06,151056.42,87.93,73.26,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230925,2023-09-25
India,2023,Sep-2023,27-Sep-2023,Hydro,46850.17,837.00,,923.00,2172.50,4070.17,7165.67,15.29,39684.50,38979.18,38589.38,97.24,82.37,2023,"Financial Year (Apr - Mar), 2023",202306,"September, 2023",20230927,2023-09-27
India,2023,Oct-2023,02-Oct-2023,Thermal_Lignite,6620.00,250.00,,250.00,1750.00,0.00,2000.00,30.21,4620.00,4076.73,3709.82,80.3,56.04,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231002,2023-10-02
India,2023,Oct-2023,02-Oct-2023,Thermal_Gas Liquid,25028.21,9004.24,,92.80,6982.09,11685.70,18760.58,74.96,6267.62,3184.84,3121.14,49.8,12.47,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231002,2023-10-02
India,2023,Oct-2023,02-Oct-2023,Thermal_Coal,206195.50,5111.00,800.00,10600.00,21717.00,5631.00,37948.00,18.40,168247.50,161290.96,146774.77,87.24,71.18,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231002,2023-10-02
India,2023,Oct-2023,02-Oct-2023,Hydro,46850.17,922.00,,1050.00,2384.30,6008.70,9443.00,20.16,37407.17,34199.98,33857.98,90.51,72.27,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231002,2023-10-02
India,2023,Oct-2023,02-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231002,2023-10-02
India,2023,Oct-2023,03-Oct-2023,Thermal_Gas Liquid,25028.21,9004.24,,92.80,6982.09,11692.06,18766.94,74.98,6261.26,5548.35,5437.38,86.84,21.73,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231003,2023-10-03
India,2023,Oct-2023,03-Oct-2023,Hydro,46850.17,672.00,,1175.00,2364.95,4078.20,7618.15,16.26,39232.02,36616.40,36250.24,92.4,77.37,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231003,2023-10-03
India,2023,Oct-2023,03-Oct-2023,Thermal_Lignite,6620.00,250.00,,250.00,2260.00,0.00,2510.00,37.92,4110.00,4087.73,3719.83,90.51,56.19,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231003,2023-10-03
India,2023,Oct-2023,03-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231003,2023-10-03
India,2023,Oct-2023,05-Oct-2023,Thermal_Diesel,589.20,,,,,,,,589.20,101.05,99.03,16.81,16.81,2023,"Financial Year (Apr - Mar), 2023",202307,"October, 2023",20231005,2023-10-05
